aluno,vol_w00,vol_w01,vol_w02,vol_w03,vol_w04,vol_w05,vol_w06,vol_w07,vol_w08,vol_w09,vol_w10,vol_w11,vol_w12,vol_w13,vol_w14,vol_w15,vol_w16,vol_w17,vol_w18,vol_w19,vol_w20,vol_w21,vol_w22,vol_w23,vol_w24,vol_w25,vol_w26,vol_w27,vol_w28,vol_w29
FFF_2013B_72693,0,24,36,26,370,45,1,2,2,26,139,4,16,1,48,37,114,27,9,104,198,3,3,1,1,140,73,597,6,0
FFF_2013B_74113,26,0,17,0,4,124,243,0,29,12,8,0,0,0,7,4,13,0,0,50,0,0,0,0,0,0,0,0,0,0
FFF_2013B_80745,64,214,70,1,0,0,0,0,0,11,14,43,12,5,52,0,158,0,121,93,11,0,54,60,6,0,11,3,0,1
FFF_2013B_82556,69,440,0,107,455,138,29,89,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013B_82817,44,0,123,70,89,10,3,38,0,0,0,40,23,0,0,0,20,0,0,10,31,0,13,74,0,121,361,300,0,0
FFF_2013B_84051,0,9,19,1,26,14,0,11,0,0,34,5,1,20,0,0,60,0,0,0,3,0,0,0,0,0,0,5,0,0
FFF_2013B_87152,55,18,43,228,123,88,18,2,8,25,104,99,53,13,3,96,42,120,63,21,100,0,210,295,213,90,1,0,0,0
FFF_2013B_89895,257,203,207,284,164,277,131,145,203,117,159,106,116,269,27,128,150,290,294,212,226,81,41,24,378,199,465,176,1,0
FFF_2013B_928248,0,0,28,68,62,236,228,6,264,56,34,3,181,54,87,1,0,112,9,26,145,118,3,0,1,22,11,947,0,28
FFF_2013B_96729,92,213,245,4,235,187,63,1,26,12,58,227,0,95,32,388,45,13,3,56,45,45,130,1,83,82,19,301,1,3
FFF_2013B_999174,91,188,448,374,149,175,376,200,159,142,132,250,208,218,151,134,288,281,157,345,202,583,255,26,152,197,131,91,1,10
FFF_2013B_99993,109,161,514,269,77,113,99,61,40,42,228,73,175,82,248,172,50,75,30,22,70,126,0,47,286,0,216,207,19,6
FFF_2013J_100064,250,20,30,130,144,281,179,250,89,154,236,552,388,188,156,202,653,204,100,180,616,165,323,352,216,137,165,4,3,5
FFF_2013J_100788,7,131,82,65,101,250,52,169,23,31,130,189,11,16,99,114,97,190,207,133,187,9,258,224,47,65,73,0,0,4
FFF_2013J_101420,239,427,124,335,357,115,23,653,127,123,269,90,120,248,145,202,198,161,103,83,64,149,176,415,131,383,6,1,0,0
FFF_2013J_102028,134,219,210,410,82,106,115,230,160,99,37,164,190,447,101,56,62,218,125,64,61,100,392,88,11,86,104,1,9,1
FFF_2013J_102343,61,175,182,157,127,37,62,50,107,56,63,120,43,422,654,311,235,185,48,52,342,18,31,25,0,1,0,5,0,10
FFF_2013J_104213,101,214,92,205,103,85,38,195,23,1,65,225,47,6,92,53,87,22,89,6,25,0,168,6,6,265,10,13,1,0
FFF_2013J_105629,23,100,72,536,332,311,20,145,180,285,153,185,586,185,68,225,367,450,153,96,95,81,195,377,124,228,46,3,3,17
FFF_2013J_1064492,431,523,786,446,205,451,133,37,28,11,295,114,46,52,83,403,195,309,25,48,37,13,26,6,6,14,105,8,14,0
FFF_2013J_1065824,221,557,142,505,679,740,350,268,245,300,400,287,151,106,686,435,378,480,236,231,223,142,212,353,303,233,229,99,114,58
FFF_2013J_107028,42,120,16,10,27,104,5,0,0,0,50,23,5,0,62,30,16,0,0,0,5,0,0,0,0,0,3,0,0,0
FFF_2013J_107084,77,44,98,56,53,67,5,2,17,16,10,0,10,0,0,1,0,51,45,69,13,0,99,21,80,101,556,0,0,0
FFF_2013J_1100143,494,408,716,424,381,496,338,423,434,247,454,576,482,506,432,763,681,431,306,652,514,282,309,371,173,202,145,96,130,22
FFF_2013J_110881,156,94,97,184,263,88,62,73,54,60,270,341,221,156,64,201,413,230,237,221,236,130,30,94,170,95,22,5,2,4
FFF_2013J_113565,5,20,151,7,51,77,6,0,0,0,33,67,158,0,252,35,48,168,1,111,0,0,0,0,185,239,893,0,0,0
FFF_2013J_114500,112,101,249,240,40,73,77,76,18,121,260,198,83,88,223,206,151,286,66,226,122,82,94,81,165,121,5,3,0,0
FFF_2013J_116290,38,52,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_116499,68,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_116808,605,745,919,610,322,613,382,453,178,328,396,417,311,302,249,462,341,547,422,308,468,371,654,235,109,158,32,46,0,28
FFF_2013J_117232,13,33,70,60,26,53,100,4,12,0,115,112,10,121,12,28,0,186,1,24,32,6,13,0,8,243,254,2,1,1
FFF_2013J_118050,216,48,6,6,21,79,1,1,1,0,25,18,2,8,24,10,3,1,6,34,99,0,2,7,26,7,422,1,1,0
FFF_2013J_1253440,147,321,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_127642,61,10,133,65,223,176,3,0,0,101,133,37,0,9,8,110,95,14,69,5,694,10,0,529,0,44,359,0,0,7
FFF_2013J_130658,290,348,364,130,0,1,110,310,111,132,11,339,122,0,0,1,12,201,129,62,123,32,368,23,139,18,0,0,0,0
FFF_2013J_1319999,70,78,103,39,162,119,30,48,10,5,108,218,10,31,75,50,48,88,50,24,69,49,183,162,184,171,286,8,15,6
FFF_2013J_132453,180,44,29,6,33,22,27,9,0,0,17,36,8,1,116,0,1,7,293,98,19,167,153,74,115,103,96,0,0,0
FFF_2013J_133019,17,190,221,163,92,141,113,252,57,71,262,140,247,36,131,136,283,159,103,267,57,92,147,80,117,184,0,0,0,0
FFF_2013J_133185,177,337,331,110,91,131,23,166,2,12,157,1,258,189,116,73,178,320,6,162,42,2,110,43,30,45,148,10,0,0
FFF_2013J_133718,250,150,50,75,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_1359554,309,145,150,129,45,194,13,30,46,42,130,94,26,29,56,78,149,1,101,68,11,0,6,0,171,33,25,0,0,7
FFF_2013J_136894,357,269,335,97,107,49,91,13,47,0,30,27,368,41,86,3,8,340,60,65,2,0,227,0,0,8,48,0,0,0
FFF_2013J_137903,142,162,416,382,201,176,202,144,132,201,272,197,157,304,121,137,246,251,278,132,17,1,188,318,265,919,81,33,16,16
FFF_2013J_1390051,412,154,240,287,107,94,75,13,7,56,30,17,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_139190,211,92,179,3,367,17,102,129,87,0,52,15,103,428,94,250,43,6,3,82,5,11,128,311,0,40,92,0,1,23
FFF_2013J_139278,94,166,171,59,161,129,30,15,0,27,114,135,255,41,156,11,30,0,11,3,15,0,222,0,7,0,7,0,0,0
FFF_2013J_139701,28,359,1,1,0,0,6,2,0,15,72,0,142,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_1397617,197,228,264,47,208,593,367,36,29,177,297,575,240,89,129,163,220,282,61,144,57,72,29,97,37,18,128,18,0,1
FFF_2013J_1399314,1,0,109,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_141648,196,445,174,234,394,325,109,256,25,30,86,96,85,164,232,365,113,81,25,51,42,33,114,251,654,260,22,3,3,2
FFF_2013J_1417707,233,235,265,523,193,198,111,440,80,36,714,207,255,80,181,353,385,217,111,153,61,11,346,42,155,125,15,10,16,0
FFF_2013J_1420537,204,217,70,303,98,202,0,0,0,93,81,99,55,245,114,1,64,60,14,525,89,0,6,10,291,203,12,0,0,0
FFF_2013J_144562,86,181,155,79,184,101,110,146,3,77,229,72,129,139,99,62,16,12,2,0,0,0,3,0,0,0,4,0,0,0
FFF_2013J_1455474,180,25,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_146738,194,182,104,47,181,57,77,103,386,84,125,61,105,395,146,159,149,311,63,1,51,91,279,246,34,78,35,2,0,0
FFF_2013J_1492571,58,39,104,128,139,303,1,176,31,160,274,166,41,155,112,378,219,739,307,150,137,0,0,0,231,640,450,0,0,1
FFF_2013J_1494577,3,52,51,29,44,48,64,18,1,0,86,0,7,0,388,17,12,88,200,102,109,429,0,12,0,168,154,0,2,5
FFF_2013J_1504653,205,306,40,343,416,257,195,161,181,0,99,303,148,52,64,137,208,157,255,218,95,60,103,270,78,81,25,0,0,0
FFF_2013J_1513001,1,319,82,0,9,98,18,0,0,0,54,55,1,23,0,100,1,0,2,165,3,0,0,1,0,612,90,1,0,2
FFF_2013J_1515509,1651,863,972,396,266,438,404,470,209,278,442,291,281,207,99,327,209,218,236,69,133,146,146,79,225,208,60,0,4,6
FFF_2013J_152587,753,285,94,206,282,298,147,411,109,10,53,384,89,174,97,258,278,14,0,10,7,131,118,257,246,35,101,3,4,3
FFF_2013J_154057,608,218,49,36,34,69,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_154059,16,49,27,1,44,59,13,0,0,7,25,177,1,18,0,172,23,0,48,74,27,0,0,0,858,233,105,0,0,0
FFF_2013J_1541472,211,22,248,84,163,178,221,11,11,0,241,76,190,29,147,157,112,235,22,89,82,0,12,3,129,4,0,1,0,11
FFF_2013J_154191,195,69,167,199,130,100,105,0,0,0,126,227,76,12,196,37,249,1,6,35,0,0,0,80,345,82,170,1,0,0
FFF_2013J_155298,53,70,74,74,86,36,39,151,6,155,21,77,55,17,58,33,144,6,2,19,2,7,1,51,89,99,46,8,0,1
FFF_2013J_1559964,227,313,331,195,171,269,252,58,115,238,159,215,310,156,65,273,153,163,168,238,12,144,225,296,161,263,58,4,0,1
FFF_2013J_156171,317,248,109,34,0,115,0,22,46,53,22,17,59,45,138,28,22,44,213,257,78,18,89,35,2,222,3,0,0,1
FFF_2013J_157647,36,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_160310,136,165,142,297,103,345,134,65,116,70,243,132,411,156,52,105,242,7,17,39,4,235,83,116,19,487,56,26,4,6
FFF_2013J_160934,72,15,11,3,11,12,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_160946,6,1,49,17,1,50,0,0,0,30,107,1,3,0,159,12,10,102,43,115,0,0,0,173,526,152,144,1,3,6
FFF_2013J_162809,189,308,172,33,237,234,29,18,5,5,230,14,16,7,42,209,87,3,261,53,15,18,11,93,41,20,0,0,2,6
FFF_2013J_163120,330,377,270,138,173,74,75,83,13,50,86,222,57,113,48,150,71,74,116,36,12,32,420,141,43,211,77,16,13,36
FFF_2013J_1634278,36,99,80,108,28,13,0,33,57,96,230,80,115,177,149,10,65,52,262,41,6,0,0,156,38,532,288,4,1,3
FFF_2013J_1636725,31,228,115,186,54,191,6,18,15,0,104,97,78,18,20,0,150,285,219,7,8,33,0,97,35,46,20,11,0,0
FFF_2013J_1641344,197,413,526,519,481,271,116,278,14,139,306,380,12,102,298,351,276,186,433,457,369,58,280,78,190,79,147,1,1,0
FFF_2013J_1644647,103,130,36,188,191,92,47,73,5,62,80,55,95,238,50,4,4,5,108,57,10,115,0,88,1,215,35,6,0,1
FFF_2013J_168229,457,338,41,119,49,286,546,299,275,59,175,342,732,91,182,121,355,319,322,657,284,132,94,51,31,55,77,29,9,9
FFF_2013J_1694120,456,315,392,199,79,136,92,21,49,49,199,83,63,60,135,125,220,116,111,313,22,176,13,24,380,31,65,1,2,7
FFF_2013J_169908,78,139,137,47,86,25,21,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_170030,40,84,9,15,69,210,4,27,0,29,106,2,29,7,76,130,0,5,16,94,77,4,0,13,0,13,791,47,2,14
FFF_2013J_170943,17,93,98,476,147,86,42,193,56,162,108,181,59,114,34,48,167,176,22,18,1,77,113,0,84,0,57,2,1,42
FFF_2013J_171304,414,75,66,2,26,1,124,0,0,81,135,138,182,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_171692,162,112,83,194,140,19,0,0,0,11,48,126,47,46,36,0,1,0,13,216,54,79,58,18,4,228,467,2,1,0
FFF_2013J_175453,167,193,49,21,13,0,4,0,105,128,10,89,39,0,104,18,4,46,129,124,2,1,5,27,0,20,0,0,0,0
FFF_2013J_1759799,253,463,506,295,215,401,126,263,2,282,88,145,57,26,561,195,106,23,521,51,36,258,303,18,266,108,326,8,0,0
FFF_2013J_177568,0,0,56,0,0,38,2,0,0,0,63,0,0,0,66,0,0,0,0,84,0,0,7,136,218,94,256,0,0,0
FFF_2013J_178118,220,300,13,83,63,0,67,69,0,110,2,14,31,0,31,65,0,19,0,13,0,0,0,2,0,0,0,0,0,0
FFF_2013J_180974,274,328,229,116,0,36,262,203,44,26,165,186,169,234,256,142,303,242,251,42,2,60,0,155,335,138,156,2,7,6
FFF_2013J_184473,0,7,60,0,1,38,0,0,0,1,96,3,3,0,169,1,2,0,20,126,3,0,0,0,0,665,252,0,0,18
FFF_2013J_1852968,263,353,318,200,279,215,77,59,12,189,206,140,258,271,223,148,193,237,111,105,13,1,222,280,21,182,123,0,0,0
FFF_2013J_1859038,200,174,56,73,700,341,204,560,15,15,25,101,380,16,94,12,9,8,6,18,177,8,10,52,121,40,7,7,7,14
FFF_2013J_1864086,0,82,0,0,0,49,0,0,0,0,0,32,9,5,5,65,0,0,66,43,0,416,141,255,133,23,197,1,31,0
FFF_2013J_187199,139,66,40,29,174,24,0,5,108,55,9,5,38,12,101,0,6,121,40,233,0,0,0,64,1,458,17,3,0,9
FFF_2013J_1876636,305,187,239,118,158,519,256,328,0,190,383,165,195,195,218,249,323,488,92,101,67,234,38,60,50,287,224,15,30,33
FFF_2013J_190910,38,55,79,10,1,48,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_1910049,95,215,114,126,76,494,166,134,19,109,185,73,169,30,401,402,305,17,16,32,317,124,183,0,18,45,0,0,0,0
FFF_2013J_1913166,364,158,230,368,88,212,308,138,2,28,145,557,120,13,101,256,89,89,174,35,86,570,97,69,26,4,5,0,0,0
FFF_2013J_1917335,320,360,477,400,448,525,694,500,477,209,549,494,420,328,296,288,330,411,292,407,332,180,189,106,187,149,179,91,63,86
FFF_2013J_192680,93,133,197,154,383,197,150,233,117,134,143,316,267,80,82,72,190,179,130,185,241,14,68,33,134,22,11,6,2,11
FFF_2013J_1935735,197,57,50,60,55,65,83,89,196,52,9,159,352,266,248,207,177,93,61,24,4,0,0,1,265,412,596,0,6,13
FFF_2013J_1945945,452,478,714,348,385,448,279,345,235,461,231,201,256,204,419,537,382,155,185,334,88,23,28,403,341,249,358,61,32,27
FFF_2013J_1949484,37,0,25,70,3,46,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_1950923,147,108,108,94,70,134,136,260,105,19,90,171,24,181,149,81,34,16,146,38,0,5,25,148,111,219,17,4,1,11
FFF_2013J_1951127,51,106,270,172,161,268,21,0,55,97,368,132,240,69,37,87,623,139,3,220,228,2,0,1,31,64,90,18,1,0
FFF_2013J_1954147,109,127,64,213,141,130,8,0,0,235,25,87,13,143,187,205,292,61,64,147,216,3,0,19,454,51,0,0,0,0
FFF_2013J_1980822,144,9,28,1,83,94,0,0,23,15,40,295,10,29,43,33,19,41,119,73,7,0,128,186,36,208,12,5,8,1
FFF_2013J_1982166,14,250,590,373,226,264,277,387,253,100,199,338,232,185,266,122,354,197,144,173,134,156,243,118,112,128,11,0,3,57
FFF_2013J_1983921,119,84,40,9,218,42,2,13,35,80,137,110,151,51,181,3,6,49,186,122,1,0,0,0,829,8,100,0,1,0
FFF_2013J_198691,3,39,186,33,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_1992145,368,519,263,206,440,100,40,17,0,40,450,122,35,173,350,245,285,97,206,373,404,119,0,70,238,48,264,1,0,0
FFF_2013J_199361,204,229,133,108,394,111,11,0,8,34,350,18,11,113,600,10,631,237,72,28,13,0,156,148,384,132,186,28,37,9
FFF_2013J_202713,62,46,37,24,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2053381,58,34,39,104,54,71,113,18,10,36,28,18,0,1,53,49,0,0,12,0,2,0,0,0,75,144,300,0,0,0
FFF_2013J_2056416,108,442,287,136,99,311,132,85,29,50,117,272,125,258,148,129,56,39,324,183,7,0,0,9,111,73,565,0,0,0
FFF_2013J_2056486,194,173,129,56,234,221,173,169,32,41,159,503,60,0,110,170,121,399,392,349,53,25,6,73,51,71,109,7,0,0
FFF_2013J_206342,76,67,42,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_206599,196,116,214,54,29,80,69,16,6,12,94,33,4,12,119,29,70,22,0,40,0,0,8,5,8,11,618,9,10,5
FFF_2013J_2071595,57,237,251,190,88,39,0,22,12,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2104123,56,55,75,38,62,15,7,5,5,14,306,18,6,1,30,145,20,4,64,139,11,14,1,0,6,320,119,0,0,0
FFF_2013J_2105230,21,17,23,12,3,82,32,3,2,10,45,119,4,1,96,2,1,3,19,190,6,4,9,12,0,748,128,1,0,0
FFF_2013J_2112291,224,130,478,374,94,190,73,117,168,615,48,780,550,575,472,30,18,1,1,2,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2137171,204,128,246,37,99,28,33,62,0,58,76,200,62,13,132,75,52,62,117,55,20,18,0,51,2,10,1142,13,2,7
FFF_2013J_2143739,0,373,52,22,92,593,132,0,0,0,132,404,0,16,338,9,1,143,125,158,130,262,0,3,167,125,556,1,0,0
FFF_2013J_2145940,118,8,4,78,58,70,13,0,11,8,80,104,4,1,208,174,59,222,1,110,39,26,151,28,219,190,237,0,0,0
FFF_2013J_2146277,135,255,90,323,340,291,174,18,12,89,239,260,165,63,146,131,67,108,331,14,3,352,101,86,41,424,331,0,1,0
FFF_2013J_2148540,80,366,391,149,109,152,66,39,116,0,141,29,223,40,187,152,14,48,76,243,204,0,0,47,73,212,237,0,0,13
FFF_2013J_2149735,95,46,11,0,31,166,14,0,87,0,52,169,0,38,76,139,22,172,38,22,2,0,6,0,26,43,0,2,1,0
FFF_2013J_2162410,30,199,37,103,141,129,65,66,3,46,413,188,242,60,9,18,301,215,115,8,289,7,67,97,201,48,30,0,0,0
FFF_2013J_2170320,61,33,677,30,49,185,1,10,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2173721,92,87,11,0,42,14,24,0,0,0,11,0,0,1,0,155,0,0,0,61,33,21,0,0,0,0,0,0,0,0
FFF_2013J_2177720,375,36,260,13,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2178466,46,52,56,21,35,92,55,33,46,23,85,96,42,39,75,8,35,3,0,23,5,0,0,114,8,0,145,0,0,0
FFF_2013J_2180710,66,120,108,257,250,103,20,5,0,1,148,107,212,6,0,10,21,0,54,76,5,1,0,248,0,1,0,0,0,0
FFF_2013J_2182333,286,296,389,225,133,348,338,146,148,281,203,235,83,166,135,195,109,74,160,240,287,20,113,233,16,94,69,0,7,10
FFF_2013J_2188084,203,88,1,0,7,30,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2191588,245,95,191,56,182,149,94,20,115,36,92,65,156,0,253,4,24,0,1,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2193185,9,261,11,6,71,63,0,4,0,8,164,11,0,65,71,1,1,9,154,31,1,1,2,205,506,2,1,0,0,0
FFF_2013J_2195853,0,127,14,0,6,18,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2197175,247,550,394,360,382,313,28,217,107,508,425,108,188,183,123,48,275,53,373,202,308,127,175,474,127,133,0,7,0,3
FFF_2013J_2218693,82,506,226,73,205,249,322,29,168,13,528,83,97,188,306,157,209,212,150,233,44,23,0,3,2,0,165,0,0,0
FFF_2013J_2226620,19,67,149,397,456,139,13,0,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2237223,0,19,71,0,19,188,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2238148,367,380,406,96,246,194,87,123,38,240,490,115,52,166,256,178,141,36,21,152,0,23,1,0,456,771,244,0,1,0
FFF_2013J_2239746,859,1721,1166,1274,533,450,240,172,239,127,2016,580,383,335,287,465,287,377,339,161,134,110,108,244,346,117,93,87,69,12
FFF_2013J_2243505,146,50,43,75,91,53,5,22,7,188,65,50,13,177,118,44,11,63,39,36,117,2,23,220,97,13,85,7,2,7
FFF_2013J_2250842,149,153,40,0,33,75,128,12,0,0,54,190,250,80,105,2,0,79,69,65,0,1,0,253,125,70,251,3,5,13
FFF_2013J_2252765,184,130,165,37,194,226,27,136,97,55,131,162,157,51,189,168,74,38,56,21,9,192,181,231,156,78,26,3,10,6
FFF_2013J_2286312,38,25,17,0,39,7,1,0,0,0,122,0,13,0,149,0,0,1,141,159,0,0,21,0,62,409,515,0,0,0
FFF_2013J_2286574,19,61,34,43,13,48,2,5,0,211,50,86,268,6,120,231,25,19,53,9,0,0,0,0,0,0,0,1,1,0
FFF_2013J_228695,35,18,50,28,40,77,2,6,9,96,21,8,0,1,125,3,18,251,46,16,1,0,191,261,45,1,36,0,0,0
FFF_2013J_2290267,121,243,183,158,212,107,155,11,30,5,78,287,60,34,183,98,113,271,64,73,66,42,3,25,11,70,42,6,2,3
FFF_2013J_2290883,160,53,102,200,97,144,48,78,12,62,40,220,48,6,227,203,306,319,224,532,370,17,435,106,34,291,128,15,23,5
FFF_2013J_229417,152,88,0,115,67,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2304417,82,53,448,287,237,510,284,182,13,327,681,161,98,297,199,301,251,46,30,95,57,5,1,104,131,356,451,11,0,0
FFF_2013J_231024,41,43,376,313,15,80,5,0,0,0,0,4,0,0,74,0,0,0,461,1951,22,15,49,53,10,7,14,4,4,0
FFF_2013J_2312279,1252,165,704,473,307,228,209,205,157,278,452,165,991,40,343,153,62,4,65,185,16,0,0,908,1486,115,176,0,32,24
FFF_2013J_231606,254,297,310,191,362,218,183,453,186,73,177,169,111,59,340,186,194,132,198,386,32,19,16,45,22,17,22,0,3,0
FFF_2013J_232347,201,78,39,139,49,40,13,6,35,130,196,94,129,147,23,133,76,31,888,48,97,22,2,75,4,8,14,4,1,2
FFF_2013J_2323944,45,41,225,103,130,208,170,160,239,56,153,216,180,139,111,178,118,168,61,179,108,57,175,83,822,150,74,0,0,0
FFF_2013J_2326475,19,34,62,75,0,31,1,0,0,6,94,4,2,21,24,137,41,50,24,48,13,10,171,551,15,57,71,0,3,1
FFF_2013J_232660,278,335,531,327,283,265,155,107,121,70,169,207,374,62,62,108,128,270,174,49,229,31,154,6,52,86,217,16,10,7
FFF_2013J_232764,112,46,214,16,5,7,11,4,0,0,33,279,147,401,283,31,31,524,22,313,19,0,7,554,125,117,172,4,0,8
FFF_2013J_232856,265,155,405,99,129,120,91,165,186,191,347,75,135,226,164,79,47,82,369,205,201,80,301,269,36,108,55,64,4,1
FFF_2013J_233087,511,199,247,312,304,637,379,104,163,13,326,145,479,154,72,171,505,81,410,129,200,104,40,124,371,317,84,8,18,6
FFF_2013J_2337889,134,260,186,264,162,390,93,84,164,191,135,0,57,33,210,95,175,0,33,344,0,92,27,66,0,895,80,0,4,0
FFF_2013J_234068,305,176,163,47,13,7,6,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2340746,162,133,75,22,14,10,0,27,94,52,82,144,4,0,63,8,50,9,2,12,239,0,0,0,0,1,227,0,3,0
FFF_2013J_2343337,82,261,142,0,18,157,17,0,5,20,48,0,6,0,127,22,0,21,112,39,4,308,1,2,0,146,27,22,6,12
FFF_2013J_2344957,184,365,478,332,213,215,141,270,132,111,97,229,220,188,170,91,264,245,147,110,293,135,280,483,424,263,29,1,2,0
FFF_2013J_2345900,138,153,670,795,150,459,47,0,20,34,314,34,12,0,338,378,268,71,114,133,4,11,0,0,0,642,323,23,11,0
FFF_2013J_2356196,9,3,223,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_235670,132,24,18,18,174,0,7,0,21,192,9,4,2,2,359,0,53,6,37,25,0,1,45,348,84,1,5,0,1,1
FFF_2013J_235706,29,204,67,88,118,160,3,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFF_2013J_2357629,85,27,58,6,129,65,36,1,122,99,352,205,139,16,102,36,0,0,30,63,100,0,0,0,600,519,206,3,0,6
FFF_2013J_235978,263,220,420,285,179,189,294,235,240,245,111,252,379,194,53,89,201,206,121,59,3,194,136,504,221,122,5,0,0,1
FFF_2013J_2360322,5,119,7,37,160,78,6,0,28,51,14,218,1,1,1,246,2,0,643,9,0,0,0,0,1,1,103,0,0,0
FFF_2013J_2364160,382,124,635,281,63,75,88,31,67,28,557,101,46,13,140,34,13,0,137,86,0,0,0,0,0,21,320,17,12,0
FFF_2013J_2364905,158,181,7,0,0,56,0,0,0,0,138,115,15,0,12,0,0,7,0,135,0,0,0,0,0,0,787,0,0,0
FFF_2013J_2372788,150,323,234,248,255,294,72,221,116,93,220,130,255,106,128,226,447,456,151,33,24,38,138,478,44,58,2,0,1,1
FFF_2013J_2374002,566,439,410,324,455,460,238,392,348,460,364,338,194,172,231,262,341,408,416,177,69,44,403,427,97,18,0,6,1,0
FFF_2013J_2379512,158,182,337,78,108,310,5,46,0,104,136,362,77,139,447,133,195,230,70,35,2,1,11,231,59,175,270,6,0,0
FFF_2013J_238150,901,880,1279,567,565,613,299,231,288,261,296,269,684,262,329,209,365,396,220,383,86,184,209,379,118,192,50,25,33,11
FFF_2013J_2383780,346,25,2,90,65,164,250,14,29,367,7,199,172,55,338,3,141,365,67,291,235,48,0,72,193,655,62,0,0,0
FFF_2013J_2393230,72,44,158,227,239,91,60,18,16,0,49,150,66,5,118,30,154,189,298,152,65,57,8,393,6,230,108,21,9,15
FFF_2013J_2393261,58,26,53,6,13,42,68,3,5,5,77,12,5,5,26,9,5,5,35,15,6,10,129,4,267,92,202,22,10,2
FFF_2013J_2396381,167,148,252,340,166,110,141,51,1,395,382,110,31,42,134,56,298,102,179,59,5,367,282,70,5,20,1,4,0,0
FFF_2013J_241039,230,149,201,183,244,188,46,36,22,6,16,13,82,5,105,43,17,63,39,135,13,122,9,177,400,63,101,25,0,11
FFF_2013J_2411773,126,278,232,14,235,88,28,146,104,100,161,79,85,45,437,9,151,131,78,220,12,193,0,76,96,121,274,0,0,1
FFF_2013J_2412152,277,109,302,172,61,109,139,126,0,367,228,131,56,33,11,119,21,473,575,401,120,142,218,786,55,37,1046,2,0,0
FFF_2013J_2415436,138,112,101,11,0,0,0,1,11,0,172,80,1,0,3,191,56,30,22,8,0,167,76,0,0,25,0,0,0,0
