aluno,cluster,final_result,faixa_volume,semanas_mortas,centro_massa
FFF_2013B_550736,0,Pass,alto,3,0.3986257355505592
FFF_2013B_550763,0,Distinction,alto,0,0.4652754346897002
FFF_2013B_550787,0,Fail,alto,2,0.4071524447200484
FFF_2013B_550792,0,Fail,alto,1,0.4142416110392667
FFF_2013B_550797,0,Pass,alto,5,0.3645403104899163
FFF_2013B_550802,0,Pass,alto,13,0.6467906771560915
FFF_2013B_550813,0,Pass,medio,5,0.4325477206110144
FFF_2013B_550853,0,Pass,alto,2,0.3633980264355678
FFF_2013B_550866,1,Fail,medio,12,0.1662906864324847
FFF_2013B_550909,1,Fail,medio,15,0.1777211136478192
FFF_2013B_550933,0,Pass,alto,3,0.5040966517950214
FFF_2013B_550961,0,Fail,baixo,10,0.2630462843444588
FFF_2013B_551027,0,Pass,alto,4,0.450469785853961
FFF_2013B_551058,0,Pass,alto,0,0.5679127954659519
FFF_2013B_551061,1,Fail,baixo,26,0.1566055763050464
FFF_2013B_551190,1,Fail,baixo,27,0.1291536050156739
FFF_2013B_551212,0,Distinction,alto,2,0.5101123595505619
FFF_2013B_551258,0,Pass,alto,2,0.4777862664612117
FFF_2013B_551287,1,Fail,baixo,25,0.0926358854471069
FFF_2013B_551311,0,Pass,alto,5,0.4492766809207533
FFF_2013B_551397,0,Pass,alto,0,0.4845150299965082
FFF_2013B_551495,0,Fail,alto,11,0.5336588342996642
FFF_2013B_551583,0,Pass,alto,2,0.5355888093689005
FFF_2013B_551602,0,Pass,alto,3,0.3619877266875804
FFF_2013B_551688,0,Fail,medio,10,0.3752746788370521
FFF_2013B_551730,1,Fail,baixo,20,0.1777295936210393
FFF_2013B_551791,0,Pass,alto,6,0.3624226813473852
FFF_2013B_551796,0,Pass,alto,5,0.4619983742620004
FFF_2013B_551805,0,Pass,alto,2,0.6195971714603526
FFF_2013B_552057,1,Fail,baixo,16,0.159425793711074
FFF_2013B_552142,0,Pass,medio,5,0.6404207162827853
FFF_2013B_552320,0,Pass,medio,14,0.4496440039089767
FFF_2013B_552374,0,Pass,alto,2,0.4548307803408001
FFF_2013B_552450,0,Fail,alto,6,0.4171385174432578
FFF_2013B_552491,0,Pass,alto,2,0.5948766231218863
FFF_2013B_552560,1,Fail,baixo,24,0.0642959770114942
FFF_2013B_552567,0,Fail,medio,15,0.446012108449592
FFF_2013B_552648,0,Fail,alto,8,0.517031198686371
FFF_2013B_552708,0,Distinction,alto,5,0.53614656901547
FFF_2013B_552721,0,Pass,alto,12,0.5983968308829394
FFF_2013B_552834,1,Fail,medio,12,0.2248535265441209
FFF_2013B_552987,0,Pass,alto,1,0.4862417276210379
FFF_2013B_553017,0,Fail,alto,3,0.5674726511832799
FFF_2013B_553100,0,Pass,alto,3,0.5709414239275926
FFF_2013B_553104,0,Pass,alto,4,0.4237753409374494
FFF_2013B_553155,0,Distinction,alto,3,0.4109250983792436
FFF_2013B_553220,0,Distinction,alto,4,0.4753804489990614
FFF_2013B_553262,0,Pass,alto,0,0.5611103627873562
FFF_2013B_553325,0,Fail,alto,1,0.5532170039891339
FFF_2013B_553425,0,Pass,medio,5,0.4255011066752167
FFF_2013B_553500,0,Pass,alto,0,0.4418517020807292
FFF_2013B_553528,0,Fail,alto,7,0.5199488262771117
FFF_2013B_553649,0,Pass,alto,3,0.4190421982956252
FFF_2013B_553655,0,Pass,alto,3,0.5506651386128559
FFF_2013B_553727,0,Fail,medio,4,0.4680788774806046
FFF_2013B_553781,0,Pass,alto,0,0.4239924426887055
FFF_2013B_553813,0,Fail,alto,10,0.3315137102295247
FFF_2013B_553831,0,Pass,alto,1,0.4556011130448462
FFF_2013B_553841,1,Fail,baixo,27,0.0332512315270936
FFF_2013B_553878,0,Pass,alto,4,0.5400058137422332
FFF_2013B_553963,0,Fail,alto,5,0.4406891742413313
FFF_2013B_554038,0,Fail,alto,0,0.3991936070799551
FFF_2013B_554044,0,Pass,alto,3,0.4150445715165868
FFF_2013B_554166,0,Fail,medio,17,0.6413876647381942
FFF_2013B_554236,0,Pass,alto,3,0.4888389706920074
FFF_2013B_554256,0,Fail,alto,1,0.3307964797697459
FFF_2013B_554289,0,Pass,alto,2,0.3988274796141342
FFF_2013B_554331,0,Pass,alto,7,0.3693611072554579
FFF_2013B_554372,0,Pass,alto,0,0.4156321839080459
FFF_2013B_554435,0,Fail,alto,7,0.7289719017309784
FFF_2013B_554476,0,Pass,alto,1,0.5241987318683228
FFF_2013B_55450,1,Fail,medio,14,0.2850093781561102
FFF_2013B_554558,0,Distinction,alto,0,0.3885641924800311
FFF_2013B_554592,0,Pass,alto,0,0.408698797220448
FFF_2013B_554620,0,Pass,alto,3,0.5091609093952583
FFF_2013B_554664,0,Pass,alto,2,0.449776892321548
FFF_2013B_554748,0,Pass,alto,1,0.5254454557108064
FFF_2013B_554761,0,Pass,alto,8,0.5593349335518998
FFF_2013B_554813,0,Pass,alto,0,0.4609353725341187
FFF_2013B_554852,0,Pass,alto,3,0.4603964586189968
FFF_2013B_554908,0,Distinction,alto,0,0.4076392302830254
FFF_2013B_554923,1,Fail,medio,21,0.0829790584159974
FFF_2013B_554940,0,Fail,alto,5,0.4300607602825093
FFF_2013B_554946,1,Fail,baixo,20,0.1481555733761026
FFF_2013B_555144,0,Pass,alto,4,0.4039721801354485
FFF_2013B_555250,0,Pass,alto,9,0.5041572937726017
FFF_2013B_555349,0,Fail,alto,8,0.701204509566303
FFF_2013B_555444,0,Pass,alto,0,0.4032303902993557
FFF_2013B_555503,0,Pass,alto,0,0.5067472888997198
FFF_2013B_555619,1,Fail,medio,22,0.0841969389636732
FFF_2013B_556004,0,Fail,alto,13,0.2783916140521288
FFF_2013B_556022,0,Pass,alto,1,0.5372300113679425
FFF_2013B_556121,1,Fail,medio,20,0.1196735886200546
FFF_2013B_556133,0,Pass,alto,0,0.4820698838330502
FFF_2013B_556210,0,Pass,alto,0,0.4561709573654376
FFF_2013B_556251,0,Pass,alto,7,0.6899026140440799
FFF_2013B_556302,0,Pass,alto,0,0.4764535648513548
FFF_2013B_556351,1,Fail,alto,21,0.1093868749889535
FFF_2013B_556391,0,Pass,alto,1,0.4449408507425119
FFF_2013B_556429,0,Pass,alto,0,0.4445808241596665
FFF_2013B_556440,0,Pass,alto,3,0.3414529694914093
FFF_2013B_556498,0,Pass,alto,4,0.6006744722473649
FFF_2013B_556540,0,Pass,alto,0,0.4070893740482776
FFF_2013B_556567,0,Pass,alto,1,0.5057090119080678
FFF_2013B_556659,0,Pass,alto,1,0.3886873249800707
FFF_2013B_556783,0,Distinction,alto,0,0.4171792101498699
FFF_2013B_556880,1,Fail,medio,15,0.1675943524300841
FFF_2013B_556924,0,Pass,alto,0,0.5120455280688203
FFF_2013B_556931,0,Fail,alto,6,0.4070846770859174
FFF_2013B_556945,0,Pass,alto,0,0.5161237506762721
FFF_2013B_556970,1,Fail,baixo,23,0.0828661393134167
FFF_2013B_557053,0,Pass,alto,2,0.4398367413741956
FFF_2013B_557129,0,Fail,medio,9,0.326066986998304
FFF_2013B_557177,0,Pass,alto,13,0.6469836364913266
FFF_2013B_557203,0,Fail,baixo,17,0.3070553539019963
FFF_2013B_557314,0,Pass,alto,5,0.5638793103448276
FFF_2013B_557345,0,Distinction,alto,1,0.4750210804325295
FFF_2013B_557388,0,Pass,alto,0,0.5036748836986236
FFF_2013B_557445,0,Pass,alto,0,0.5281492259783709
FFF_2013B_557586,1,Fail,alto,20,0.132865999432716
FFF_2013B_557710,0,Distinction,alto,0,0.47932785850865
FFF_2013B_557787,0,Pass,medio,10,0.6314187707941094
FFF_2013B_557792,1,Fail,baixo,26,0.0549221357063403
FFF_2013B_557811,0,Pass,alto,9,0.4807837460580054
FFF_2013B_557840,0,Distinction,alto,1,0.4282173030518947
FFF_2013B_557877,0,Pass,alto,4,0.4902275172007874
FFF_2013B_557891,0,Pass,alto,2,0.4280891522270832
FFF_2013B_558018,0,Distinction,alto,0,0.3808734748435489
FFF_2013B_558098,0,Pass,alto,7,0.5534833410595633
FFF_2013B_558104,0,Pass,alto,0,0.471737211962739
FFF_2013B_558208,0,Pass,alto,0,0.4851681177905204
FFF_2013B_558262,0,Fail,baixo,10,0.343448275862069
FFF_2013B_558280,0,Pass,medio,6,0.5072787652206605
FFF_2013B_558489,0,Pass,alto,12,0.6118378346479927
FFF_2013B_558503,0,Pass,alto,1,0.510446034844213
FFF_2013B_558558,0,Distinction,alto,0,0.4011124991161288
FFF_2013B_558597,0,Distinction,alto,0,0.5273974239491481
FFF_2013B_558628,0,Pass,alto,0,0.4067801340398133
FFF_2013B_558692,0,Fail,medio,14,0.5825670498084292
FFF_2013B_558760,0,Pass,medio,15,0.7241680733060044
FFF_2013B_558770,0,Pass,alto,1,0.4779209852884469
FFF_2013B_558772,0,Pass,alto,1,0.6993774727644334
FFF_2013B_558801,0,Pass,alto,1,0.4882012705837732
FFF_2013B_558851,0,Pass,alto,0,0.4196296024520069
FFF_2013B_558854,1,Fail,medio,14,0.1857728952632828
FFF_2013B_558907,0,Pass,alto,2,0.3948706799493745
FFF_2013B_558915,0,Pass,alto,3,0.5323969535764859
FFF_2013B_558963,0,Pass,alto,6,0.4518246046149857
FFF_2013B_559004,0,Distinction,alto,0,0.4500689655172413
FFF_2013B_559058,0,Pass,alto,2,0.5163711519634504
FFF_2013B_559062,1,Fail,baixo,25,0.0232040229885057
FFF_2013B_559155,0,Pass,alto,2,0.4176784847013113
FFF_2013B_559325,0,Distinction,alto,0,0.4126683039487784
FFF_2013B_559335,0,Pass,alto,2,0.5499934938191282
FFF_2013B_559397,1,Fail,medio,22,0.0831972376464
FFF_2013B_559405,1,Fail,medio,13,0.2488457218917682
FFF_2013B_559423,0,Distinction,alto,0,0.4840720326758681
FFF_2013B_559440,0,Pass,alto,5,0.5111763012022172
FFF_2013B_559451,1,Fail,medio,15,0.1523253256433441
FFF_2013B_559454,0,Pass,alto,2,0.5052233618070832
FFF_2013B_559589,0,Pass,alto,2,0.363283147158815
FFF_2013B_559594,0,Pass,alto,0,0.520449077786688
FFF_2013B_559609,0,Pass,alto,5,0.3665262539184953
FFF_2013B_559642,0,Pass,alto,10,0.5955929070640559
FFF_2013B_559688,1,Fail,baixo,26,0.0580121703853955
FFF_2013B_559760,0,Pass,alto,1,0.5090299992443514
FFF_2013B_559768,1,Fail,medio,21,0.1151482842793412
FFF_2013B_559770,0,Pass,alto,0,0.4764258533824262
FFF_2013B_559785,0,Distinction,alto,0,0.4369802998241587
FFF_2013B_559856,0,Pass,alto,1,0.4732013150852512
FFF_2013B_559991,1,Fail,baixo,19,0.231629013079667
FFF_2013B_560022,0,Pass,alto,4,0.4454655576193168
FFF_2013B_560046,0,Pass,alto,2,0.4320424698563858
FFF_2013B_560067,1,Fail,medio,15,0.1844353052831382
FFF_2013B_560072,0,Distinction,alto,0,0.4435753907582668
FFF_2013B_560182,0,Pass,alto,0,0.4167437128132534
FFF_2013B_560199,0,Pass,alto,7,0.4461765500613165
FFF_2013B_560207,0,Pass,alto,0,0.4889863703397551
FFF_2013B_560404,0,Fail,alto,2,0.3814922711058263
FFF_2013B_560425,0,Pass,alto,0,0.4230196862111484
FFF_2013B_560431,0,Distinction,alto,0,0.3980967503092192
FFF_2013B_560585,0,Pass,alto,0,0.5125723905010958
FFF_2013B_58549,0,Distinction,alto,4,0.4652887322905456
FFF_2013B_65656,0,Pass,alto,1,0.6233090937524435
FFF_2013B_68208,0,Fail,alto,1,0.4472189392243332
FFF_2013B_71578,0,Pass,medio,11,0.6518065668361039
FFF_2013B_72693,0,Pass,alto,2,0.5921863715000755
FFF_2013B_74113,1,Fail,baixo,18,0.2481217491812752
FFF_2013B_80745,0,Pass,medio,10,0.4055158675642259
FFF_2013B_82556,1,Fail,medio,21,0.1115160349854227
FFF_2013B_82817,0,Pass,medio,13,0.6416058394160584
FFF_2013B_84051,0,Fail,baixo,17,0.3519562334217506
FFF_2013B_87152,0,Pass,alto,4,0.5110924124985841
FFF_2013B_89895,0,Pass,alto,1,0.4733971663324061
FFF_2013B_928248,0,Pass,alto,5,0.5739421498042188
FFF_2013B_96729,0,Pass,alto,1,0.4262349416788833
FFF_2013B_999174,0,Pass,alto,0,0.4479149041769595
FFF_2013B_99993,0,Pass,alto,2,0.4177971837968215
FFF_2013J_100064,0,Pass,alto,0,0.4950429681581055
FFF_2013J_100788,0,Pass,alto,2,0.4825259435059798
FFF_2013J_101420,0,Pass,alto,2,0.4035687479106615
FFF_2013J_102028,0,Distinction,alto,0,0.3993562993123722
FFF_2013J_102343,0,Pass,alto,3,0.4166064494994749
FFF_2013J_104213,0,Distinction,alto,2,0.3798791642965854
FFF_2013J_105629,0,Pass,alto,0,0.4425480930869436
FFF_2013J_1064492,0,Distinction,alto,1,0.2546533949520085
FFF_2013J_1065824,0,Distinction,alto,0,0.4181978219477252
FFF_2013J_107028,1,Fail,baixo,15,0.2266675542537611
FFF_2013J_107084,0,Fail,medio,8,0.6088022387196744
FFF_2013J_1100143,0,Distinction,alto,0,0.4235653455237387
FFF_2013J_110881,0,Pass,alto,0,0.4504466699484333
FFF_2013J_113565,0,Pass,alto,11,0.6515274472855315
FFF_2013J_114500,0,Fail,alto,2,0.4374389760544453
FFF_2013J_116290,1,Fail,baixo,26,0.0410135841170323
FFF_2013J_116499,1,Fail,baixo,27,0.0198620689655172
FFF_2013J_116808,0,Distinction,alto,1,0.3752517075401088
FFF_2013J_117232,0,Pass,medio,3,0.5324451410658307
FFF_2013J_118050,0,Pass,medio,3,0.528307939053729
FFF_2013J_1253440,1,Fail,baixo,27,0.0240356516656925
FFF_2013J_127642,0,Pass,alto,7,0.5571437079387767
FFF_2013J_130658,0,Pass,alto,7,0.3508232554338945
FFF_2013J_1319999,0,Pass,alto,0,0.5354417629120614
FFF_2013J_132453,0,Pass,medio,6,0.5617103781845474
FFF_2013J_133019,0,Pass,alto,4,0.4304288781633665
FFF_2013J_133185,0,Pass,alto,2,0.3728039649899821
FFF_2013J_133718,1,Fail,baixo,24,0.0423358526216344
FFF_2013J_1359554,0,Pass,alto,4,0.3243162901307966
FFF_2013J_136894,0,Pass,alto,7,0.3143879889778785
FFF_2013J_137903,0,Pass,alto,0,0.4751528771392918
FFF_2013J_1390051,1,Fail,medio,17,0.1095450373672479
FFF_2013J_139190,0,Pass,alto,3,0.4026947903918604
FFF_2013J_139278,0,Fail,alto,8,0.3216041253176532
FFF_2013J_139701,1,Fail,medio,19,0.1769023604583619
FFF_2013J_1397617,0,Distinction,alto,1,0.3547064693761801
FFF_2013J_1399314,1,Fail,baixo,26,0.087973086627418
FFF_2013J_141648,0,Pass,alto,0,0.4164271047227926
FFF_2013J_1417707,0,Pass,alto,1,0.3770738522236013
FFF_2013J_1420537,0,Pass,alto,7,0.4247607871456941
FFF_2013J_144562,1,Fail,alto,9,0.2516748507694273
FFF_2013J_1455474,1,Fail,baixo,26,0.013329469718922
FFF_2013J_146738,0,Distinction,alto,2,0.4288988714398806
FFF_2013J_1492571,0,Pass,alto,5,0.5394515235085318
FFF_2013J_1494577,0,Pass,alto,6,0.5761212261270036
FFF_2013J_1504653,0,Pass,alto,4,0.3771440508150681
FFF_2013J_1513001,0,Pass,medio,10,0.5280475217492048
FFF_2013J_1515509,0,Pass,alto,1,0.2694258785104394
FFF_2013J_152587,0,Pass,alto,1,0.3386580335527109
FFF_2013J_154057,1,Fail,medio,23,0.0491348848543925
FFF_2013J_154059,0,Pass,alto,10,0.6639457206146547
FFF_2013J_1541472,0,Pass,alto,4,0.3527525935804874
FFF_2013J_154191,0,Distinction,alto,8,0.4252829490162894
FFF_2013J_155298,0,Pass,medio,1,0.4002795899347624
FFF_2013J_1559964,0,Distinction,alto,1,0.4161126010661782
FFF_2013J_156171,0,Pass,alto,4,0.4072110122855424
FFF_2013J_157647,1,Fail,baixo,27,0.0153940886699507
FFF_2013J_160310,0,Fail,alto,0,0.4215695541215188
FFF_2013J_160934,1,Fail,baixo,22,0.0650246305418719
FFF_2013J_160946,0,Pass,alto,7,0.6747818376025312
FFF_2013J_162809,0,Pass,alto,2,0.3163844286508145
FFF_2013J_163120,0,Pass,alto,0,0.3980979709751534
FFF_2013J_1634278,0,Pass,alto,3,0.5556485983177313
FFF_2013J_1636725,0,Pass,alto,5,0.3867161496471841
FFF_2013J_1641344,0,Pass,alto,1,0.3938507894658591
FFF_2013J_1644647,0,Distinction,alto,2,0.3967822678918421
FFF_2013J_168229,0,Distinction,alto,0,0.4053781707677373
FFF_2013J_1694120,0,Pass,alto,0,0.3743667058184177
FFF_2013J_169908,1,Fail,baixo,20,0.08426377151317
FFF_2013J_170030,0,Distinction,alto,4,0.5981938460983829
FFF_2013J_170943,0,Pass,alto,2,0.3613855002192247
FFF_2013J_171304,1,Fail,medio,17,0.2113599265456029
FFF_2013J_171692,0,Fail,alto,6,0.5088635820657801
FFF_2013J_175453,0,Pass,medio,8,0.3323680994633655
FFF_2013J_1759799,0,Pass,alto,2,0.397761132988233
FFF_2013J_177568,0,Pass,medio,19,0.7093982420554428
FFF_2013J_178118,1,Fail,medio,14,0.164997809625133
FFF_2013J_180974,0,Pass,alto,2,0.4300360691707248
FFF_2013J_184473,0,Pass,medio,13,0.7128398258208779
FFF_2013J_1852968,0,Distinction,alto,3,0.3887841140081161
FFF_2013J_1859038,0,Pass,alto,0,0.2875062468765616
FFF_2013J_1864086,0,Pass,medio,13,0.6969602771054911
FFF_2013J_187199,0,Pass,alto,6,0.5032873432378859
FFF_2013J_1876636,0,Pass,alto,1,0.4140391088603949
FFF_2013J_190910,1,Fail,baixo,22,0.0828721441748261
FFF_2013J_1910049,0,Pass,alto,5,0.3922826426372842
FFF_2013J_1913166,0,Distinction,alto,3,0.3634142070239118
FFF_2013J_1917335,0,Pass,alto,0,0.390518034126903
FFF_2013J_192680,0,Pass,alto,0,0.3767612045121516
FFF_2013J_1935735,0,Fail,alto,3,0.5349777047215134
FFF_2013J_1945945,0,Pass,alto,0,0.3926868994189819
FFF_2013J_1949484,1,Fail,baixo,24,0.1090744101633393
FFF_2013J_1950923,0,Pass,alto,1,0.4055104800540906
FFF_2013J_1951127,0,Distinction,alto,3,0.4046436264141424
FFF_2013J_1954147,0,Pass,alto,7,0.4587450763596158
FFF_2013J_1980822,0,Pass,alto,3,0.5092022036319117
FFF_2013J_1982166,0,Distinction,alto,1,0.381482303210061
FFF_2013J_1983921,0,Pass,alto,5,0.5265277722023738
FFF_2013J_198691,1,Fail,baixo,25,0.0701235203293875
FFF_2013J_1992145,0,Pass,alto,4,0.4077950062060145
FFF_2013J_199361,0,Distinction,alto,2,0.4683143070103174
FFF_2013J_202713,1,Fail,baixo,25,0.0928238583410997
FFF_2013J_2053381,0,Fail,medio,10,0.4986280444683318
FFF_2013J_2056416,0,Distinction,alto,5,0.411443728685108
FFF_2013J_2056486,0,Pass,alto,3,0.4161849222447601
FFF_2013J_206342,1,Fail,baixo,26,0.0685629947672078
FFF_2013J_206599,0,Pass,alto,3,0.4611087785911173
FFF_2013J_2071595,1,Fail,medio,20,0.091565449554394
FFF_2013J_2104123,0,Pass,medio,4,0.5113595545977012
FFF_2013J_2105230,0,Fail,medio,3,0.6664069095395806
FFF_2013J_2112291,0,Fail,alto,10,0.2947368421052631
FFF_2013J_2137171,0,Pass,alto,2,0.5378460902704439
FFF_2013J_2143739,0,Pass,alto,8,0.4766157609771014
FFF_2013J_2145940,0,Pass,alto,4,0.5726373643434923
FFF_2013J_2146277,0,Distinction,alto,2,0.4458417849898579
FFF_2013J_2148540,0,Pass,alto,5,0.4047245528981913
FFF_2013J_2149735,0,Pass,medio,8,0.3879995614275534
FFF_2013J_2162410,0,Distinction,alto,3,0.4464783917603079
FFF_2013J_2170320,1,Fail,medio,20,0.0990435439214699
FFF_2013J_2173721,0,Fail,baixo,18,0.3247751124437781
FFF_2013J_2177720,1,Fail,medio,24,0.0366499711038335
FFF_2013J_2178466,0,Fail,medio,7,0.4179783459193885
FFF_2013J_2180710,0,Fail,alto,9,0.3187996436086519
FFF_2013J_2182333,0,Distinction,alto,1,0.3615180899330052
FFF_2013J_2188084,1,Fail,baixo,23,0.0424248517140846
FFF_2013J_2191588,1,Fail,alto,13,0.2245258135836468
FFF_2013J_2193185,0,Pass,medio,6,0.5233767314171623
FFF_2013J_2195853,1,Fail,baixo,25,0.1252130588698046
FFF_2013J_2197175,0,Pass,alto,2,0.3814742209510343
FFF_2013J_2218693,0,Pass,alto,5,0.3479990638895389
FFF_2013J_2226620,1,Fail,medio,21,0.1237835836682885
FFF_2013J_2237223,1,Fail,baixo,25,0.1401004795615437
FFF_2013J_2238148,0,Distinction,alto,4,0.4291536050156739
FFF_2013J_2239746,0,Pass,alto,0,0.2996800302121836
FFF_2013J_2243505,0,Pass,alto,0,0.4572424863009907
FFF_2013J_2250842,0,Distinction,alto,6,0.4894205958245368
FFF_2013J_2252765,0,Distinction,alto,0,0.4249918927683494
FFF_2013J_2286312,0,Pass,alto,14,0.6992638061423041
FFF_2013J_2286574,0,Fail,medio,9,0.3774342713700621
FFF_2013J_228695,0,Pass,medio,5,0.5426615212249472
FFF_2013J_2290267,0,Pass,alto,0,0.3515464691456885
FFF_2013J_2290883,0,Pass,alto,0,0.535703624325462
FFF_2013J_229417,1,Fail,baixo,24,0.0632183908045977
FFF_2013J_2304417,0,Pass,alto,2,0.406198182060251
FFF_2013J_231024,0,Pass,alto,10,0.5134142897486585
FFF_2013J_2312279,0,Pass,alto,3,0.4099191839642985
FFF_2013J_231606,0,Fail,alto,2,0.3259454053853847
FFF_2013J_232347,0,Pass,alto,0,0.4427186186642362
FFF_2013J_2323944,0,Pass,alto,3,0.4977283719602604
FFF_2013J_2326475,0,Pass,medio,4,0.611854136829349
FFF_2013J_232660,0,Distinction,alto,0,0.3479630244267586
FFF_2013J_232764,0,Pass,alto,4,0.5465195666155446
FFF_2013J_232856,0,Distinction,alto,0,0.4273298460352977
FFF_2013J_233087,0,Distinction,alto,0,0.3949482993268223
FFF_2013J_2337889,0,Pass,alto,6,0.4425425045024205
FFF_2013J_234068,1,Fail,medio,21,0.0556819215721954
FFF_2013J_2340746,0,Pass,medio,8,0.4169213369588758
FFF_2013J_2343337,0,Distinction,medio,6,0.4205822322483618
FFF_2013J_2344957,0,Pass,alto,1,0.4402306372991514
FFF_2013J_2345900,0,Distinction,alto,6,0.3845478077763918
FFF_2013J_2356196,1,Fail,baixo,25,0.0669371196754563
FFF_2013J_235670,0,Pass,medio,5,0.4679457594338584
FFF_2013J_235706,1,Fail,medio,21,0.1016760342295812
FFF_2013J_2357629,0,Distinction,alto,6,0.5672614607837512
FFF_2013J_235978,0,Pass,alto,2,0.3904801887932626
FFF_2013J_2360322,0,Pass,alto,9,0.4534751688280643
FFF_2013J_2364160,0,Pass,alto,7,0.2974625496789972
FFF_2013J_2364905,0,Fail,medio,19,0.5696611656927587
FFF_2013J_2372788,0,Distinction,alto,1,0.3990496657781995
FFF_2013J_2374002,0,Distinction,alto,2,0.3582399247026611
FFF_2013J_2379512,0,Pass,alto,3,0.4256727535899315
FFF_2013J_238150,0,Pass,alto,0,0.317199676805588
FFF_2013J_2383780,0,Fail,alto,4,0.498448073260667
FFF_2013J_2393230,0,Pass,alto,1,0.4950900533984976
FFF_2013J_2393261,0,Pass,medio,0,0.6143994559827729
FFF_2013J_2396381,0,Pass,alto,2,0.3831652320853356
FFF_2013J_241039,0,Pass,alto,1,0.4239594852719412
FFF_2013J_2411773,0,Pass,alto,3,0.4327292319749216
FFF_2013J_2412152,0,Pass,alto,3,0.5519440247175301
FFF_2013J_2415436,0,Pass,medio,12,0.3925883531263414
FFF_2013J_2423002,0,Pass,alto,2,0.3652006872201403
FFF_2013J_242491,0,Distinction,alto,2,0.3805173521139237
FFF_2013J_243396,1,Fail,medio,23,0.0764522651511011
FFF_2013J_2435795,0,Pass,alto,4,0.4306296851574213
FFF_2013J_2440301,0,Pass,alto,9,0.6180793474230627
FFF_2013J_244205,0,Pass,alto,0,0.5215202059949418
FFF_2013J_2445085,0,Pass,alto,3,0.3053871415940381
FFF_2013J_2449819,0,Pass,alto,3,0.361911640612709
FFF_2013J_2452606,0,Pass,medio,11,0.489095094572466
FFF_2013J_245283,0,Pass,alto,5,0.4467663057038774
FFF_2013J_2454653,0,Pass,alto,1,0.3290524441651611
FFF_2013J_2454878,0,Pass,alto,3,0.4479833788867485
FFF_2013J_2465105,0,Fail,alto,4,0.2910636231180184
FFF_2013J_2465589,0,Pass,alto,3,0.3610754797655877
FFF_2013J_2469321,0,Pass,alto,1,0.4193811845012423
FFF_2013J_2469688,0,Pass,alto,1,0.3779351788186758
FFF_2013J_2472033,0,Pass,medio,5,0.5260437042418823
FFF_2013J_2472132,0,Pass,medio,10,0.6632655281192211
FFF_2013J_2487982,0,Pass,alto,0,0.3414252736614788
FFF_2013J_248882,0,Pass,alto,2,0.3594992451616771
FFF_2013J_249750,0,Pass,alto,6,0.5324783889047212
FFF_2013J_2500149,0,Pass,alto,0,0.4242461003447264
FFF_2013J_2503063,1,Pass,alto,4,0.2610372144823383
FFF_2013J_251405,0,Pass,alto,5,0.4280143439549502
FFF_2013J_251965,0,Fail,baixo,18,0.3346498556888956
FFF_2013J_2523035,0,Pass,medio,9,0.4361117809393671
FFF_2013J_2534165,0,Pass,alto,3,0.3731743500094026
FFF_2013J_253767,0,Pass,alto,11,0.4244385668052111
FFF_2013J_2542431,0,Pass,medio,16,0.5377974202168662
FFF_2013J_2543208,0,Pass,alto,3,0.4218335308346963
FFF_2013J_254446,0,Pass,alto,3,0.3796368088145275
FFF_2013J_2545923,0,Distinction,alto,2,0.3835025458093234
FFF_2013J_2548055,0,Pass,alto,2,0.3851613831470912
FFF_2013J_255310,0,Pass,alto,0,0.3925039316888846
FFF_2013J_2555225,0,Pass,alto,0,0.3923037035559721
FFF_2013J_2558713,0,Fail,medio,16,0.2810914362638501
FFF_2013J_2567571,0,Pass,alto,2,0.4504751616820582
FFF_2013J_256905,1,Fail,baixo,18,0.1499552817251316
FFF_2013J_2572441,0,Pass,alto,1,0.3756062926115706
FFF_2013J_257887,0,Pass,alto,4,0.5797951093705225
FFF_2013J_2579401,0,Pass,medio,6,0.4997916819841678
FFF_2013J_2580196,1,Fail,baixo,16,0.2280237176904035
FFF_2013J_2580545,0,Pass,alto,2,0.4504533976711615
FFF_2013J_2595641,0,Pass,medio,5,0.4256115351275925
FFF_2013J_2596621,0,Distinction,alto,3,0.3901456652540802
FFF_2013J_2602264,0,Distinction,alto,6,0.5547614793639449
FFF_2013J_2611986,1,Fail,medio,25,0.0529818677287496
FFF_2013J_261205,1,Fail,baixo,22,0.087102552619794
FFF_2013J_2613746,0,Pass,alto,5,0.5789808829025872
FFF_2013J_2614277,1,Pass,alto,3,0.237489512800739
FFF_2013J_2621734,0,Fail,alto,9,0.5762403186102828
FFF_2013J_2623496,0,Pass,alto,2,0.384836209733238
FFF_2013J_262403,0,Pass,alto,1,0.4718485019785189
FFF_2013J_26247,1,Fail,baixo,27,0.0451940242412853
FFF_2013J_2625545,1,Fail,baixo,23,0.1078270388615216
FFF_2013J_2633052,1,Fail,baixo,20,0.2446949602122015
FFF_2013J_2634868,0,Distinction,alto,2,0.3616410914678024
FFF_2013J_2639319,0,Pass,alto,2,0.3856520015854142
FFF_2013J_264164,0,Distinction,medio,8,0.615987460815047
FFF_2013J_2650555,0,Pass,alto,5,0.3908715745220173
FFF_2013J_265268,0,Pass,alto,0,0.3657332011612264
FFF_2013J_2655370,0,Pass,medio,10,0.5073474158804375
FFF_2013J_265978,0,Pass,medio,12,0.6391870290020554
FFF_2013J_2663131,0,Pass,alto,4,0.4566380201832899
FFF_2013J_2680380,0,Pass,medio,9,0.6466203517959329
