aluno,total_cliques,faixa_volume,final_result
FFF_2013J_72864,1423.0,alto,Pass
FFF_2013J_77744,2273.0,alto,Pass
FFF_2013J_77746,110.0,baixo,Fail
FFF_2013J_79261,2073.0,alto,Pass
FFF_2013J_81536,474.0,medio,Fail
FFF_2013J_86669,2284.0,alto,Pass
FFF_2013J_87042,,,Withdrawn
FFF_2013J_88781,888.0,medio,Fail
FFF_2013J_898594,19126.0,alto,Pass
FFF_2013J_90901,2315.0,alto,Distinction
FFF_2013J_91629,1657.0,alto,Fail
FFF_2013J_95746,936.0,medio,Pass
FFF_2013J_973364,1310.0,medio,Withdrawn
FFF_2013J_984347,6699.0,alto,Distinction
FFF_2013J_985062,3615.0,alto,Pass
FFF_2013J_988019,2044.0,alto,Fail
FFF_2013J_990155,3380.0,alto,Distinction
FFF_2014B_1006742,2421.0,alto,Fail
FFF_2014B_101634,380.0,baixo,Fail
FFF_2014B_1017773,145.0,baixo,Fail
FFF_2014B_104316,928.0,medio,Fail
FFF_2014B_1045091,306.0,baixo,Fail
FFF_2014B_106747,,,Withdrawn
FFF_2014B_1072259,2107.0,alto,Pass
FFF_2014B_108207,3260.0,alto,Pass
FFF_2014B_108822,7427.0,alto,Distinction
FFF_2014B_108949,452.0,medio,Withdrawn
FFF_2014B_110529,3039.0,alto,Withdrawn
FFF_2014B_115875,,,Withdrawn
FFF_2014B_116174,181.0,baixo,Withdrawn
FFF_2014B_116621,5554.0,alto,Distinction
FFF_2014B_117510,4070.0,alto,Pass
FFF_2014B_117550,252.0,baixo,Fail
FFF_2014B_124018,82.0,baixo,Withdrawn
FFF_2014B_128132,1357.0,alto,Pass
FFF_2014B_128968,3192.0,alto,Pass
FFF_2014B_1290731,,,Withdrawn
FFF_2014B_130992,2702.0,alto,Pass
FFF_2014B_131538,2307.0,alto,Pass
FFF_2014B_132157,2072.0,alto,Pass
FFF_2014B_132477,996.0,medio,Pass
FFF_2014B_133104,2699.0,alto,Pass
FFF_2014B_133322,2698.0,alto,Fail
FFF_2014B_1340760,3483.0,alto,Pass
FFF_2014B_134847,1708.0,alto,Pass
FFF_2014B_134851,6125.0,alto,Pass
FFF_2014B_136054,2362.0,alto,Pass
FFF_2014B_136944,321.0,baixo,Withdrawn
FFF_2014B_1398489,2321.0,alto,Pass
FFF_2014B_140108,61.0,baixo,Fail
FFF_2014B_141430,3228.0,alto,Pass
FFF_2014B_1425806,4746.0,alto,Pass
FFF_2014B_1450604,,,Withdrawn
FFF_2014B_1465407,2766.0,alto,Pass
FFF_2014B_1498823,436.0,medio,Fail
FFF_2014B_150121,1113.0,medio,Fail
FFF_2014B_1514245,1951.0,alto,Withdrawn
FFF_2014B_1526059,4040.0,alto,Pass
FFF_2014B_152626,7343.0,alto,Pass
FFF_2014B_1528232,262.0,baixo,Withdrawn
FFF_2014B_153611,2000.0,alto,Fail
FFF_2014B_1548052,3866.0,alto,Fail
FFF_2014B_155158,2386.0,alto,Pass
FFF_2014B_156788,21.0,baixo,Withdrawn
FFF_2014B_1578222,2862.0,alto,Pass
FFF_2014B_1588621,1655.0,alto,Withdrawn
FFF_2014B_160262,308.0,baixo,Fail
FFF_2014B_160472,1681.0,alto,Fail
FFF_2014B_1615392,4692.0,alto,Pass
FFF_2014B_1627052,4806.0,alto,Pass
FFF_2014B_163332,655.0,medio,Fail
FFF_2014B_163962,19.0,baixo,Withdrawn
FFF_2014B_1641117,3500.0,alto,Pass
FFF_2014B_167106,2761.0,alto,Pass
FFF_2014B_1683192,,,Withdrawn
FFF_2014B_1683803,6437.0,alto,Pass
FFF_2014B_1738364,3190.0,alto,Pass
FFF_2014B_174155,,,Withdrawn
FFF_2014B_1744817,4415.0,alto,Distinction
FFF_2014B_1757662,3587.0,alto,Pass
FFF_2014B_1768223,1579.0,alto,Pass
FFF_2014B_1773925,32.0,baixo,Withdrawn
FFF_2014B_178179,3689.0,alto,Pass
FFF_2014B_179081,2587.0,alto,Fail
FFF_2014B_1799963,155.0,baixo,Withdrawn
FFF_2014B_181719,700.0,medio,Withdrawn
FFF_2014B_1821249,55.0,baixo,Fail
FFF_2014B_183429,1552.0,alto,Fail
FFF_2014B_1875728,3554.0,alto,Pass
FFF_2014B_1884024,206.0,baixo,Fail
FFF_2014B_1892879,4.0,baixo,Fail
FFF_2014B_190418,6673.0,alto,Distinction
FFF_2014B_190829,,,Withdrawn
FFF_2014B_190930,1700.0,alto,Pass
FFF_2014B_191590,2501.0,alto,Pass
FFF_2014B_1919240,4662.0,alto,Distinction
FFF_2014B_1928947,3619.0,alto,Fail
FFF_2014B_1933534,1432.0,alto,Fail
FFF_2014B_1936935,160.0,baixo,Withdrawn
FFF_2014B_193803,211.0,baixo,Withdrawn
FFF_2014B_1939193,1108.0,medio,Fail
FFF_2014B_195515,1618.0,alto,Pass
FFF_2014B_195552,,,Withdrawn
FFF_2014B_1961652,393.0,medio,Withdrawn
FFF_2014B_1962128,14.0,baixo,Withdrawn
FFF_2014B_197097,,,Withdrawn
FFF_2014B_197538,380.0,baixo,Withdrawn
FFF_2014B_1984169,154.0,baixo,Withdrawn
FFF_2014B_1999952,3015.0,alto,Pass
FFF_2014B_2010245,7706.0,alto,Fail
FFF_2014B_2022750,,,Withdrawn
FFF_2014B_2025233,941.0,medio,Pass
FFF_2014B_203568,2480.0,alto,Fail
FFF_2014B_2055321,645.0,medio,Fail
FFF_2014B_2058815,3941.0,alto,Withdrawn
FFF_2014B_2074627,2341.0,alto,Pass
FFF_2014B_2095576,3949.0,alto,Pass
FFF_2014B_2097046,3884.0,alto,Fail
FFF_2014B_2114529,1880.0,alto,Withdrawn
FFF_2014B_2131008,1744.0,alto,Pass
FFF_2014B_2156172,327.0,baixo,Withdrawn
FFF_2014B_2161710,222.0,baixo,Withdrawn
FFF_2014B_2164266,654.0,medio,Fail
FFF_2014B_2176759,3685.0,alto,Pass
FFF_2014B_2186992,6973.0,alto,Distinction
FFF_2014B_2209846,653.0,medio,Withdrawn
FFF_2014B_2222615,3230.0,alto,Pass
FFF_2014B_2238019,1124.0,medio,Fail
FFF_2014B_2239539,,,Withdrawn
FFF_2014B_2242595,4568.0,alto,Fail
FFF_2014B_2242732,3578.0,alto,Pass
FFF_2014B_2244285,4177.0,alto,Pass
FFF_2014B_2256318,3018.0,alto,Pass
FFF_2014B_2257112,6132.0,alto,Distinction
FFF_2014B_2264054,2570.0,alto,Pass
FFF_2014B_2265419,1255.0,medio,Withdrawn
FFF_2014B_2270880,1237.0,medio,Pass
FFF_2014B_227297,3226.0,alto,Pass
FFF_2014B_228138,1635.0,alto,Pass
FFF_2014B_228258,1534.0,alto,Fail
FFF_2014B_228729,8202.0,alto,Pass
FFF_2014B_2298316,352.0,baixo,Withdrawn
FFF_2014B_2299808,3865.0,alto,Distinction
FFF_2014B_2303413,3425.0,alto,Pass
FFF_2014B_2306016,3032.0,alto,Distinction
FFF_2014B_2322813,17.0,baixo,Withdrawn
FFF_2014B_232286,4257.0,alto,Pass
FFF_2014B_2327494,976.0,medio,Pass
FFF_2014B_2336654,99.0,baixo,Fail
FFF_2014B_2337362,3654.0,alto,Pass
FFF_2014B_2345438,3191.0,alto,Pass
FFF_2014B_234796,2322.0,alto,Pass
FFF_2014B_2355214,806.0,medio,Fail
FFF_2014B_2360071,15.0,baixo,Withdrawn
FFF_2014B_237182,1017.0,medio,Fail
FFF_2014B_237370,586.0,medio,Withdrawn
FFF_2014B_2381745,,,Withdrawn
FFF_2014B_2383307,3307.0,alto,Pass
FFF_2014B_239345,3436.0,alto,Pass
FFF_2014B_2410519,4305.0,alto,Distinction
FFF_2014B_2413895,3.0,baixo,Fail
FFF_2014B_2419081,574.0,medio,Withdrawn
FFF_2014B_242254,1157.0,medio,Fail
FFF_2014B_2426332,1863.0,alto,Pass
FFF_2014B_242998,2572.0,alto,Pass
FFF_2014B_2436584,,,Withdrawn
FFF_2014B_2437930,1385.0,alto,Pass
FFF_2014B_2448082,1056.0,medio,Fail
FFF_2014B_244961,2669.0,alto,Pass
FFF_2014B_2462281,,,Withdrawn
FFF_2014B_2463282,191.0,baixo,Withdrawn
FFF_2014B_2465589,,,Withdrawn
FFF_2014B_247714,,,Withdrawn
FFF_2014B_247940,75.0,baixo,Fail
FFF_2014B_2480886,1177.0,medio,Withdrawn
FFF_2014B_2481482,3054.0,alto,Pass
FFF_2014B_2492219,3029.0,alto,Pass
FFF_2014B_2492787,2275.0,alto,Distinction
FFF_2014B_2494338,279.0,baixo,Withdrawn
FFF_2014B_2503799,2124.0,alto,Fail
FFF_2014B_251375,3901.0,alto,Pass
FFF_2014B_2516163,4150.0,alto,Distinction
FFF_2014B_2517983,,,Withdrawn
FFF_2014B_2523915,1268.0,medio,Pass
FFF_2014B_2524794,,,Withdrawn
FFF_2014B_2525633,328.0,baixo,Withdrawn
FFF_2014B_2532785,4526.0,alto,Distinction
FFF_2014B_2540424,158.0,baixo,Withdrawn
FFF_2014B_2543637,561.0,medio,Fail
FFF_2014B_2545629,1443.0,alto,Pass
FFF_2014B_2554552,2377.0,alto,Pass
FFF_2014B_2558365,270.0,baixo,Withdrawn
FFF_2014B_255878,2201.0,alto,Pass
FFF_2014B_2561313,3604.0,alto,Pass
FFF_2014B_2561862,5510.0,alto,Distinction
FFF_2014B_2564619,1950.0,alto,Pass
FFF_2014B_256740,5103.0,alto,Pass
FFF_2014B_2569942,4178.0,alto,Pass
FFF_2014B_2570929,7031.0,alto,Pass
FFF_2014B_257104,1803.0,alto,Withdrawn
FFF_2014B_2575119,214.0,baixo,Fail
FFF_2014B_2581536,4796.0,alto,Pass
FFF_2014B_2581654,1755.0,alto,Pass
FFF_2014B_2583997,20.0,baixo,Fail
FFF_2014B_2585330,4577.0,alto,Pass
FFF_2014B_258737,1783.0,alto,Pass
FFF_2014B_2589352,3274.0,alto,Pass
FFF_2014B_2590531,887.0,medio,Withdrawn
FFF_2014B_2593175,19.0,baixo,Withdrawn
FFF_2014B_2595058,200.0,baixo,Fail
FFF_2014B_260062,1201.0,medio,Pass
FFF_2014B_2602542,153.0,baixo,Withdrawn
FFF_2014B_2604975,2820.0,alto,Pass
FFF_2014B_2606636,9156.0,alto,Distinction
FFF_2014B_2606890,3913.0,alto,Pass
FFF_2014B_2609955,126.0,baixo,Fail
FFF_2014B_261265,1321.0,alto,Pass
FFF_2014B_2616978,5037.0,alto,Distinction
FFF_2014B_2619719,1951.0,alto,Withdrawn
FFF_2014B_2620930,2603.0,alto,Distinction
FFF_2014B_26211,15205.0,alto,Pass
FFF_2014B_2625021,26.0,baixo,Fail
FFF_2014B_26269,,,Withdrawn
FFF_2014B_2630284,270.0,baixo,Withdrawn
FFF_2014B_2634654,248.0,baixo,Fail
FFF_2014B_2636921,470.0,medio,Withdrawn
FFF_2014B_264298,546.0,medio,Withdrawn
FFF_2014B_2652268,56.0,baixo,Fail
FFF_2014B_2653007,,,Fail
FFF_2014B_2659650,6128.0,alto,Pass
FFF_2014B_2661827,2773.0,alto,Pass
FFF_2014B_266536,3456.0,alto,Pass
FFF_2014B_2666213,1463.0,alto,Pass
FFF_2014B_2666831,3997.0,alto,Pass
FFF_2014B_2667478,213.0,baixo,Withdrawn
FFF_2014B_2674773,3220.0,alto,Pass
FFF_2014B_2675061,,,Fail
FFF_2014B_2681270,2585.0,alto,Pass
FFF_2014B_2684417,134.0,baixo,Withdrawn
FFF_2014B_268649,1619.0,alto,Withdrawn
FFF_2014B_268845,1195.0,medio,Withdrawn
FFF_2014B_2689210,6560.0,alto,Pass
FFF_2014B_269730,4416.0,alto,Pass
FFF_2014B_2697630,1109.0,medio,Pass
FFF_2014B_2697885,1986.0,alto,Pass
FFF_2014B_271702,,,Withdrawn
FFF_2014B_27189,2638.0,alto,Fail
FFF_2014B_272701,25.0,baixo,Fail
FFF_2014B_276265,3781.0,alto,Withdrawn
FFF_2014B_27683,2129.0,alto,Pass
FFF_2014B_277577,4776.0,alto,Pass
FFF_2014B_278155,5949.0,alto,Distinction
FFF_2014B_279755,2173.0,alto,Pass
FFF_2014B_282806,2671.0,alto,Fail
FFF_2014B_286484,156.0,baixo,Withdrawn
FFF_2014B_28808,232.0,baixo,Fail
FFF_2014B_28897,3367.0,alto,Distinction
FFF_2014B_289180,,,Withdrawn
FFF_2014B_293454,665.0,medio,Fail
FFF_2014B_295741,2390.0,alto,Pass
FFF_2014B_296904,2623.0,alto,Pass
FFF_2014B_297014,3376.0,alto,Pass
FFF_2014B_301128,,,Withdrawn
FFF_2014B_302363,,,Withdrawn
FFF_2014B_304500,139.0,baixo,Fail
FFF_2014B_30531,1548.0,alto,Fail
FFF_2014B_305876,1342.0,alto,Pass
FFF_2014B_305918,1482.0,alto,Fail
FFF_2014B_313243,3662.0,alto,Pass
FFF_2014B_313756,1929.0,alto,Pass
FFF_2014B_315025,3743.0,alto,Pass
FFF_2014B_315850,4860.0,alto,Pass
FFF_2014B_316327,960.0,medio,Fail
FFF_2014B_316772,188.0,baixo,Withdrawn
FFF_2014B_317394,3147.0,alto,Distinction
FFF_2014B_318068,3042.0,alto,Pass
FFF_2014B_319042,5223.0,alto,Pass
FFF_2014B_321096,1479.0,alto,Pass
FFF_2014B_323688,,,Withdrawn
FFF_2014B_324948,1180.0,medio,Pass
FFF_2014B_325089,2570.0,alto,Pass
FFF_2014B_326995,,,Withdrawn
FFF_2014B_327616,1115.0,medio,Pass
FFF_2014B_328797,,,Withdrawn
FFF_2014B_329895,696.0,medio,Withdrawn
FFF_2014B_330669,,,Withdrawn
FFF_2014B_331107,1057.0,medio,Fail
FFF_2014B_332237,495.0,medio,Withdrawn
FFF_2014B_334224,200.0,baixo,Withdrawn
FFF_2014B_335996,,,Withdrawn
FFF_2014B_33600,,,Withdrawn
FFF_2014B_336163,821.0,medio,Fail
FFF_2014B_337615,243.0,baixo,Fail
FFF_2014B_337940,1166.0,medio,Withdrawn
FFF_2014B_338958,1192.0,medio,Fail
FFF_2014B_339728,4015.0,alto,Pass
FFF_2014B_339824,2105.0,alto,Distinction
FFF_2014B_339855,476.0,medio,Withdrawn
FFF_2014B_341044,639.0,medio,Fail
FFF_2014B_342089,37.0,baixo,Fail
FFF_2014B_342125,4210.0,alto,Pass
FFF_2014B_342234,2782.0,alto,Pass
FFF_2014B_342303,561.0,medio,Withdrawn
FFF_2014B_34293,921.0,medio,Withdrawn
FFF_2014B_344409,1226.0,medio,Pass
FFF_2014B_344451,2497.0,alto,Pass
FFF_2014B_345442,1169.0,medio,Fail
FFF_2014B_345455,4.0,baixo,Fail
FFF_2014B_347257,,,Withdrawn
FFF_2014B_348378,356.0,baixo,Fail
FFF_2014B_348855,5727.0,alto,Pass
FFF_2014B_351181,6307.0,alto,Pass
FFF_2014B_353979,1150.0,medio,Fail
FFF_2014B_354552,12.0,baixo,Withdrawn
FFF_2014B_354988,754.0,medio,Withdrawn
FFF_2014B_356371,1196.0,medio,Pass
FFF_2014B_356535,,,Withdrawn
FFF_2014B_362661,2040.0,alto,Pass
FFF_2014B_36347,2161.0,alto,Pass
FFF_2014B_365860,2170.0,alto,Pass
FFF_2014B_367510,2619.0,alto,Withdrawn
FFF_2014B_367898,3458.0,alto,Pass
FFF_2014B_368675,4972.0,alto,Pass
FFF_2014B_371168,7110.0,alto,Distinction
FFF_2014B_378809,5038.0,alto,Pass
FFF_2014B_379042,5013.0,alto,Distinction
FFF_2014B_379107,829.0,medio,Fail
FFF_2014B_379769,496.0,medio,Fail
FFF_2014B_381365,198.0,baixo,Fail
FFF_2014B_382857,534.0,medio,Fail
FFF_2014B_383778,1483.0,alto,Fail
FFF_2014B_383921,2459.0,alto,Fail
FFF_2014B_385547,,,Withdrawn
FFF_2014B_388697,2404.0,alto,Pass
FFF_2014B_389759,1022.0,medio,Fail
FFF_2014B_389773,803.0,medio,Fail
FFF_2014B_391114,6118.0,alto,Pass
FFF_2014B_392207,1346.0,alto,Fail
FFF_2014B_395188,3633.0,alto,Fail
FFF_2014B_395758,442.0,medio,Withdrawn
FFF_2014B_395814,35.0,baixo,Fail
FFF_2014B_398357,14.0,baixo,Withdrawn
FFF_2014B_398439,2248.0,alto,Pass
FFF_2014B_39882,1761.0,alto,Pass
FFF_2014B_399863,11.0,baixo,Fail
FFF_2014B_400252,4018.0,alto,Pass
FFF_2014B_402200,2260.0,alto,Withdrawn
FFF_2014B_402449,4406.0,alto,Fail
FFF_2014B_402502,4887.0,alto,Distinction
FFF_2014B_402806,7539.0,alto,Pass
FFF_2014B_404170,3101.0,alto,Pass
FFF_2014B_405192,3422.0,alto,Pass
FFF_2014B_405775,1636.0,alto,Pass
FFF_2014B_405963,84.0,baixo,Withdrawn
FFF_2014B_406116,,,Withdrawn
FFF_2014B_407500,2622.0,alto,Pass
FFF_2014B_408105,336.0,baixo,Fail
FFF_2014B_408353,2915.0,alto,Pass
FFF_2014B_409651,3232.0,alto,Pass
FFF_2014B_409949,403.0,medio,Fail
FFF_2014B_410199,5385.0,alto,Pass
FFF_2014B_410666,1992.0,alto,Fail
FFF_2014B_411939,36.0,baixo,Fail
FFF_2014B_412387,197.0,baixo,Withdrawn
FFF_2014B_412695,3504.0,alto,Pass
FFF_2014B_413200,1449.0,alto,Pass
FFF_2014B_414258,4019.0,alto,Pass
FFF_2014B_41489,53.0,baixo,Fail
FFF_2014B_416302,7970.0,alto,Pass
FFF_2014B_417184,3664.0,alto,Pass
FFF_2014B_417805,,,Fail
FFF_2014B_418218,3878.0,alto,Pass
FFF_2014B_419284,4423.0,alto,Pass
FFF_2014B_420042,5506.0,alto,Pass
FFF_2014B_421179,928.0,medio,Fail
FFF_2014B_421989,,,Withdrawn
FFF_2014B_422250,96.0,baixo,Fail
FFF_2014B_422530,1726.0,alto,Pass
FFF_2014B_422626,3817.0,alto,Pass
FFF_2014B_422697,6577.0,alto,Distinction
FFF_2014B_423648,138.0,baixo,Fail
FFF_2014B_425332,1326.0,alto,Fail
FFF_2014B_426782,,,Withdrawn
FFF_2014B_427276,,,Withdrawn
FFF_2014B_42746,8270.0,alto,Distinction
FFF_2014B_427485,719.0,medio,Withdrawn
FFF_2014B_428068,93.0,baixo,Fail
FFF_2014B_429015,1544.0,alto,Pass
FFF_2014B_430516,751.0,medio,Fail
FFF_2014B_430625,667.0,medio,Withdrawn
FFF_2014B_431987,10910.0,alto,Distinction
FFF_2014B_435446,4457.0,alto,Pass
FFF_2014B_436481,2351.0,alto,Pass
FFF_2014B_436590,4469.0,alto,Pass
FFF_2014B_437303,,,Withdrawn
FFF_2014B_437529,377.0,baixo,Withdrawn
FFF_2014B_438796,3598.0,alto,Pass
FFF_2014B_439433,3046.0,alto,Pass
FFF_2014B_439633,4725.0,alto,Pass
FFF_2014B_439896,1318.0,medio,Withdrawn
FFF_2014B_440559,3968.0,alto,Pass
FFF_2014B_441073,374.0,baixo,Fail
FFF_2014B_442753,1997.0,alto,Withdrawn
FFF_2014B_442819,,,Withdrawn
FFF_2014B_443007,4390.0,alto,Pass
FFF_2014B_444574,3432.0,alto,Fail
FFF_2014B_444718,361.0,baixo,Fail
FFF_2014B_445605,301.0,baixo,Withdrawn
FFF_2014B_445818,893.0,medio,Fail
FFF_2014B_445947,2680.0,alto,Fail
FFF_2014B_447036,,,Withdrawn
FFF_2014B_46148,3724.0,alto,Pass
FFF_2014B_465175,1193.0,medio,Pass
FFF_2014B_465421,1991.0,alto,Pass
FFF_2014B_466347,846.0,medio,Fail
FFF_2014B_466576,1347.0,alto,Fail
FFF_2014B_467582,5155.0,alto,Pass
FFF_2014B_468730,1439.0,alto,Fail
FFF_2014B_469977,2988.0,alto,Pass
FFF_2014B_470619,3821.0,alto,Pass
FFF_2014B_472120,2695.0,alto,Pass
FFF_2014B_472341,1110.0,medio,Fail
FFF_2014B_472810,221.0,baixo,Fail
FFF_2014B_474677,216.0,baixo,Fail
FFF_2014B_475811,2498.0,alto,Pass
FFF_2014B_476912,185.0,baixo,Fail
FFF_2014B_477069,44.0,baixo,Fail
FFF_2014B_477588,1815.0,alto,Pass
FFF_2014B_477812,733.0,medio,Distinction
FFF_2014B_477833,3220.0,alto,Withdrawn
FFF_2014B_478073,2412.0,alto,Pass
FFF_2014B_479061,1411.0,alto,Distinction
FFF_2014B_480531,,,Withdrawn
FFF_2014B_481210,766.0,medio,Fail
FFF_2014B_482445,43.0,baixo,Fail
FFF_2014B_482843,9357.0,alto,Pass
FFF_2014B_483195,,,Withdrawn
FFF_2014B_483389,5053.0,alto,Pass
FFF_2014B_483975,933.0,medio,Pass
FFF_2014B_484075,2719.0,alto,Pass
FFF_2014B_484223,6768.0,alto,Pass
FFF_2014B_484292,,,Withdrawn
FFF_2014B_484675,1298.0,medio,Withdrawn
FFF_2014B_485312,2887.0,alto,Pass
FFF_2014B_485780,3217.0,alto,Pass
FFF_2014B_48635,4406.0,alto,Pass
FFF_2014B_487168,1294.0,medio,Fail
FFF_2014B_487314,3316.0,alto,Distinction
FFF_2014B_488386,3294.0,alto,Fail
FFF_2014B_488524,3320.0,alto,Pass
FFF_2014B_488758,134.0,baixo,Fail
FFF_2014B_489137,2798.0,alto,Pass
FFF_2014B_490154,886.0,medio,Fail
FFF_2014B_491011,4198.0,alto,Pass
FFF_2014B_491486,787.0,medio,Withdrawn
FFF_2014B_491548,301.0,baixo,Fail
FFF_2014B_492088,3734.0,alto,Pass
FFF_2014B_493760,1962.0,alto,Distinction
FFF_2014B_494433,2158.0,alto,Pass
FFF_2014B_494495,,,Withdrawn
FFF_2014B_494818,2065.0,alto,Pass
FFF_2014B_495580,5.0,baixo,Fail
FFF_2014B_495618,1899.0,alto,Withdrawn
FFF_2014B_496590,733.0,medio,Fail
FFF_2014B_498006,2369.0,alto,Pass
FFF_2014B_498266,6034.0,alto,Distinction
FFF_2014B_498636,19.0,baixo,Fail
FFF_2014B_498828,4499.0,alto,Fail
FFF_2014B_499244,,,Withdrawn
FFF_2014B_499404,,,Withdrawn
FFF_2014B_499813,16372.0,alto,Distinction
FFF_2014B_501302,687.0,medio,Fail
FFF_2014B_501421,4130.0,alto,Fail
FFF_2014B_502150,796.0,medio,Withdrawn
FFF_2014B_502501,4890.0,alto,Fail
FFF_2014B_502993,1394.0,alto,Pass
FFF_2014B_503024,,,Withdrawn
FFF_2014B_503154,2658.0,alto,Pass
FFF_2014B_503183,2441.0,alto,Pass
FFF_2014B_504583,665.0,medio,Withdrawn
FFF_2014B_504700,2.0,baixo,Withdrawn
FFF_2014B_505017,3744.0,alto,Pass
FFF_2014B_505131,943.0,medio,Withdrawn
FFF_2014B_505826,224.0,baixo,Withdrawn
FFF_2014B_505900,,,Withdrawn
FFF_2014B_506038,5504.0,alto,Distinction
FFF_2014B_506674,282.0,baixo,Fail
FFF_2014B_507577,400.0,medio,Withdrawn
FFF_2014B_509292,5177.0,alto,Withdrawn
FFF_2014B_509407,727.0,medio,Fail
FFF_2014B_509866,25.0,baixo,Fail
FFF_2014B_510142,4897.0,alto,Fail
FFF_2014B_510420,2969.0,alto,Pass
FFF_2014B_510693,249.0,baixo,Fail
FFF_2014B_511350,1671.0,alto,Withdrawn
FFF_2014B_511912,4116.0,alto,Distinction
FFF_2014B_512236,296.0,baixo,Fail
FFF_2014B_513701,1346.0,alto,Pass
FFF_2014B_513796,,,Withdrawn
FFF_2014B_515965,210.0,baixo,Fail
FFF_2014B_516634,4793.0,alto,Pass
FFF_2014B_516770,3058.0,alto,Pass
FFF_2014B_516894,24.0,baixo,Fail
FFF_2014B_517274,1633.0,alto,Pass
FFF_2014B_517277,2772.0,alto,Pass
FFF_2014B_518210,3627.0,alto,Pass
FFF_2014B_518359,4389.0,alto,Distinction
FFF_2014B_521032,,,Withdrawn
FFF_2014B_521073,,,Withdrawn
FFF_2014B_521377,1.0,baixo,Fail
FFF_2014B_524296,1494.0,alto,Fail
FFF_2014B_524379,,,Withdrawn
FFF_2014B_525874,397.0,medio,Fail
FFF_2014B_526303,2303.0,alto,Pass
FFF_2014B_526821,2102.0,alto,Pass
FFF_2014B_527744,238.0,baixo,Withdrawn
FFF_2014B_528538,366.0,baixo,Withdrawn
FFF_2014B_528713,307.0,baixo,Fail
FFF_2014B_529390,3.0,baixo,Withdrawn
FFF_2014B_529458,556.0,medio,Withdrawn
FFF_2014B_530196,4700.0,alto,Withdrawn
FFF_2014B_53136,3493.0,alto,Pass
FFF_2014B_532062,746.0,medio,Withdrawn
FFF_2014B_532413,2237.0,alto,Pass
FFF_2014B_532575,161.0,baixo,Fail
FFF_2014B_533140,1496.0,alto,Withdrawn
FFF_2014B_533141,265.0,baixo,Fail
FFF_2014B_533198,187.0,baixo,Withdrawn
FFF_2014B_533217,2738.0,alto,Pass
FFF_2014B_534318,269.0,baixo,Withdrawn
FFF_2014B_535460,54.0,baixo,Withdrawn
FFF_2014B_536636,621.0,medio,Fail
FFF_2014B_536711,,,Withdrawn
FFF_2014B_53709,1175.0,medio,Pass
FFF_2014B_537322,859.0,medio,Withdrawn
FFF_2014B_537703,6746.0,alto,Distinction
FFF_2014B_537938,1601.0,alto,Pass
FFF_2014B_539401,593.0,medio,Withdrawn
FFF_2014B_539444,6696.0,alto,Pass
FFF_2014B_539922,2366.0,alto,Pass
FFF_2014B_540909,259.0,baixo,Withdrawn
FFF_2014B_541281,631.0,medio,Withdrawn
FFF_2014B_541327,4.0,baixo,Fail
FFF_2014B_541478,,,Withdrawn
FFF_2014B_542287,3324.0,alto,Pass
FFF_2014B_542557,6932.0,alto,Distinction
FFF_2014B_543686,7260.0,alto,Pass
FFF_2014B_543785,,,Withdrawn
FFF_2014B_544108,855.0,medio,Pass
FFF_2014B_544140,406.0,medio,Fail
FFF_2014B_544271,3029.0,alto,Distinction
FFF_2014B_544276,,,Withdrawn
FFF_2014B_544593,2120.0,alto,Fail
FFF_2014B_545119,4378.0,alto,Pass
FFF_2014B_545637,3643.0,alto,Pass
FFF_2014B_545741,2619.0,alto,Pass
FFF_2014B_546071,6126.0,alto,Pass
FFF_2014B_546394,204.0,baixo,Withdrawn
FFF_2014B_546627,2951.0,alto,Pass
FFF_2014B_546961,2511.0,alto,Pass
FFF_2014B_547128,2223.0,alto,Pass
FFF_2014B_547413,2798.0,alto,Fail
FFF_2014B_547506,1711.0,alto,Pass
FFF_2014B_547569,1219.0,medio,Fail
FFF_2014B_547680,5479.0,alto,Distinction
FFF_2014B_547884,863.0,medio,Fail
FFF_2014B_548332,,,Withdrawn
FFF_2014B_548424,6133.0,alto,Pass
FFF_2014B_548573,505.0,medio,Withdrawn
FFF_2014B_54867,604.0,medio,Fail
FFF_2014B_548926,66.0,baixo,Fail
FFF_2014B_549792,1698.0,alto,Fail
FFF_2014B_550003,309.0,baixo,Fail
FFF_2014B_550038,3682.0,alto,Pass
FFF_2014B_550097,2271.0,alto,Pass
FFF_2014B_550246,19.0,baixo,Fail
FFF_2014B_550498,295.0,baixo,Fail
FFF_2014B_550903,8660.0,alto,Distinction
FFF_2014B_550925,2560.0,alto,Pass
FFF_2014B_551636,20.0,baixo,Withdrawn
FFF_2014B_552284,1556.0,alto,Pass
FFF_2014B_552395,24.0,baixo,Fail
FFF_2014B_552648,1349.0,alto,Pass
FFF_2014B_553032,839.0,medio,Withdrawn
FFF_2014B_553160,2771.0,alto,Fail
FFF_2014B_554597,,,Withdrawn
FFF_2014B_554881,2153.0,alto,Pass
FFF_2014B_555691,1628.0,alto,Withdrawn
FFF_2014B_555929,2150.0,alto,Pass
FFF_2014B_556052,56.0,baixo,Withdrawn
FFF_2014B_556126,358.0,baixo,Withdrawn
FFF_2014B_556140,2109.0,alto,Pass
FFF_2014B_556492,3624.0,alto,Fail
FFF_2014B_557141,,,Withdrawn
FFF_2014B_557469,1602.0,alto,Pass
FFF_2014B_557650,4693.0,alto,Pass
FFF_2014B_557708,151.0,baixo,Fail
